crypto,symbol,data_type,records_count,start_date,end_date,min_price,max_price,avg_volume,total_trades
ETH,ETHUSDT,klines_1m,4238637,2017-08-17 04:00:00,2025-09-13 15:48:00,81.79,4956.78,370.29977378375884,2845439323
